part_number,description,category,criticality,unit_cost_usd,current_stock,safety_stock,reorder_point,lead_time_days,lead_time_volatility,aog_cost_per_day,supplier_id,last_updated,stock_coverage_days,risk_flag,on_time_delivery_pct,risk_exposure,region,country,country_code,inventory_risk_score,supplier_multiplier,composite_risk_score,risk_level,estimated_outage_days,financial_exposure_usd
PN-STR-02861,Structural Component - Series B,Structural,Medium,16653,70,37,48,35.0,Medium,124006,SUP-0033,2025-11-03,56.75675675675675,Healthy,60.4,High,Asia-Pacific,Japan,JPN,25,1.3,32.5,Medium,35.0,0.0
PN-ENG-02862,Engine Component - Series A,Engine,Critical,48102,70,45,58,12.0,Low,143268,SUP-0101,2025-11-27,46.666666666666664,Healthy,60.0,High,Asia-Pacific,Japan,JPN,35,1.3,45.5,Medium,12.0,0.0
PN-STR-02863,Structural Component - Series A,Structural,Medium,16385,20,20,26,78.0,High,139954,SUP-0067,2026-01-14,30.0,Warning,70.3,High,Asia-Pacific,South Korea,KOR,65,1.3,84.5,High,78.0,10916412.0
PN-ELE-02864,Electrical Component - Series B,Electrical,High,5171,34,18,23,57.0,Medium,225998,SUP-0141,2025-12-25,56.66666666666667,Healthy,98.8,Low,Europe,UK,GBR,35,1.0,35.0,Medium,57.0,0.0
PN-LAN-02865,Landing Gear Component - Series B,Landing Gear,Critical,20580,32,22,28,58.0,Medium,201342,SUP-0097,2025-11-19,43.63636363636364,Healthy,77.7,High,Asia-Pacific,Singapore,SGP,45,1.3,58.5,Medium,58.0,0.0
PN-CAB-02866,Cabin Systems Component - Series B,Cabin Systems,Medium,2365,46,31,40,8.0,Low,137824,SUP-0040,2026-01-20,44.51612903225806,Healthy,69.2,High,Asia-Pacific,Japan,JPN,15,1.3,19.5,Low,8.0,0.0
PN-ENG-02867,Engine Component - Series C,Engine,Critical,54651,48,37,48,32.0,Medium,161001,SUP-0044,2025-12-31,38.91891891891892,Healthy,64.9,High,Asia-Pacific,South Korea,KOR,45,1.3,58.5,Medium,32.0,0.0
PN-CAB-02868,Cabin Systems Component - Series C,Cabin Systems,Medium,3973,40,21,27,78.0,High,90555,SUP-0105,2025-12-03,57.142857142857146,Healthy,64.4,Medium,North America,USA,USA,40,1.1,44.0,Medium,78.0,0.0
PN-AVI-02869,Avionics Component - Series B,Avionics,High,15066,23,19,24,,Unknown,257517,SUP-0095,2026-01-01,36.31578947368421,Warning,94.8,Medium,Asia-Pacific,China,CHN,65,1.1,71.5,High,30.0,7725510.0
PN-LAN-02870,Landing Gear Component - Series C,Landing Gear,Critical,30647,33,25,32,63.0,High,345127,SUP-0022,2025-12-24,39.6,Healthy,64.1,Medium,North America,Canada,CAN,60,1.1,66.0,High,63.0,21743001.0
PN-STR-02871,Structural Component - Series X,Structural,Medium,15747,34,21,27,,Unknown,67856,SUP-0041,2025-12-10,48.57142857142858,Healthy,79.9,Medium,North America,Canada,CAN,30,1.1,33.0,Medium,30.0,0.0
PN-STR-02872,Structural Component - Series A,Structural,Medium,10559,38,20,26,55.0,Medium,156300,SUP-0048,2025-12-16,57.0,Healthy,84.2,Low,Europe,Italy,ITA,25,1.0,25.0,Low,55.0,0.0
PN-STR-02873,Structural Component - Series C,Structural,Medium,8532,22,15,19,14.0,Low,145089,SUP-0140,2026-01-21,44.0,Healthy,73.4,Medium,North America,Canada,CAN,15,1.1,16.5,Low,14.0,0.0
PN-AVI-02874,Avionics Component - Series A,Avionics,High,9185,32,24,31,80.0,High,134092,SUP-0022,2025-12-25,40.0,Healthy,64.1,Medium,North America,Canada,CAN,50,1.1,55.00000000000001,Medium,80.0,0.0
PN-LAN-02875,Landing Gear Component - Series C,Landing Gear,Critical,20637,46,24,31,54.0,Medium,267497,SUP-0132,2026-01-07,57.5,Healthy,67.9,Medium,Europe,UK,GBR,45,1.1,49.50000000000001,Medium,54.0,0.0
PN-STR-02876,Structural Component - Series A,Structural,Medium,14500,39,27,35,27.0,Low,133229,SUP-0058,2025-11-08,43.333333333333336,Healthy,80.6,Low,Europe,Germany,DEU,15,1.0,15.0,Low,27.0,0.0
PN-HYD-02877,Hydraulics Component - Series B,Hydraulics,High,9065,41,30,39,53.0,Medium,151697,SUP-0071,2025-12-07,41.0,Healthy,65.6,Medium,Europe,Germany,DEU,35,1.1,38.5,Medium,53.0,0.0
PN-ELE-02878,Electrical Component - Series A,Electrical,High,4864,13,26,33,77.0,High,222329,SUP-0088,2025-10-30,15.0,Critical,73.5,High,Middle East,UAE,ARE,85,1.3,100.0,High,77.0,17119333.0
PN-HYD-02879,Hydraulics Component - Series C,Hydraulics,High,9136,41,27,35,79.0,High,105432,SUP-0062,2025-11-21,45.55555555555556,Healthy,67.4,High,Middle East,Israel,ISR,50,1.3,65.0,High,79.0,8329128.0
PN-AVI-02880,Avionics Component - Series C,Avionics,High,16916,43,24,31,55.0,Medium,218130,SUP-0050,2026-01-01,53.75,Healthy,63.1,Medium,Europe,Italy,ITA,35,1.1,38.5,Medium,55.0,0.0
PN-HYD-02881,Hydraulics Component - Series A,Hydraulics,High,6745,20,14,18,10.0,Low,230973,SUP-0102,2025-11-23,42.857142857142854,Healthy,82.6,Medium,North America,USA,USA,25,1.1,27.500000000000004,Low,10.0,0.0
PN-STR-02882,Structural Component - Series A,Structural,Medium,15668,34,19,24,71.0,High,72027,SUP-0117,2026-01-01,53.684210526315795,Healthy,83.4,Medium,North America,USA,USA,40,1.1,44.0,Medium,71.0,0.0
PN-LAN-02883,Landing Gear Component - Series A,Landing Gear,Critical,15299,40,42,54,18.0,Low,150867,SUP-0051,2025-11-25,28.571428571428573,Warning,85.1,Medium,Asia-Pacific,Thailand,THA,60,1.1,66.0,High,18.0,2715606.0
PN-CAB-02884,Cabin Systems Component - Series X,Cabin Systems,Medium,2332,22,18,23,32.0,Medium,99330,SUP-0056,2025-11-12,36.66666666666667,Warning,62.4,High,Middle East,Israel,ISR,50,1.3,65.0,High,32.0,3178560.0
PN-LAN-02885,Landing Gear Component - Series A,Landing Gear,Critical,30692,65,37,48,84.0,High,281886,SUP-0105,2025-10-30,52.7027027027027,Healthy,64.4,Medium,North America,USA,USA,60,1.1,66.0,High,84.0,23678424.0
PN-ELE-02886,Electrical Component - Series X,Electrical,High,3419,43,22,28,61.0,High,95080,SUP-0084,2025-12-14,58.63636363636364,Healthy,95.2,Low,North America,Mexico,MEX,50,1.0,50.0,Medium,61.0,0.0
PN-ENG-02887,Engine Component - Series X,Engine,Critical,38934,52,34,44,26.0,Low,346995,SUP-0142,2026-01-01,45.88235294117647,Healthy,75.1,Medium,Europe,Germany,DEU,35,1.1,38.5,Medium,26.0,0.0
PN-ENG-02888,Engine Component - Series A,Engine,Critical,65499,65,34,44,,Unknown,226157,SUP-0008,2026-01-09,57.35294117647059,Healthy,87.2,Low,Europe,Italy,ITA,50,1.0,50.0,Medium,30.0,0.0
PN-ENG-02889,Engine Component - Series B,Engine,Critical,56575,20,12,15,11.0,Low,249048,SUP-0135,2025-10-27,50.0,Healthy,77.4,Medium,North America,USA,USA,35,1.1,38.5,Medium,11.0,0.0
PN-AVI-02890,Avionics Component - Series X,Avionics,High,18784,59,30,39,70.0,High,253617,SUP-0068,2025-12-01,59.0,Healthy,60.0,Medium,Europe,Netherlands,NLD,50,1.1,55.00000000000001,Medium,70.0,0.0
PN-STR-02891,Structural Component - Series X,Structural,Medium,12151,42,30,39,88.0,High,179302,SUP-0001,2026-01-13,42.0,Healthy,80.9,High,Middle East,Saudi Arabia,SAU,40,1.3,52.0,Medium,88.0,0.0
PN-ELE-02892,Electrical Component - Series C,Electrical,High,5639,19,24,31,39.0,Medium,128866,SUP-0035,2025-11-02,23.75,Warning,83.1,Medium,Asia-Pacific,Thailand,THA,60,1.1,66.0,High,39.0,5025774.0
PN-ENG-02893,Engine Component - Series A,Engine,Critical,33531,42,33,42,42.0,Medium,353380,SUP-0135,2026-01-15,38.18181818181818,Healthy,77.4,Medium,North America,USA,USA,45,1.1,49.50000000000001,Medium,42.0,0.0
PN-STR-02894,Structural Component - Series C,Structural,Medium,11835,16,22,28,13.0,Low,138015,SUP-0058,2025-11-24,21.81818181818182,Warning,80.6,Low,Europe,Germany,DEU,40,1.0,40.0,Medium,13.0,0.0
PN-LAN-02895,Landing Gear Component - Series A,Landing Gear,Critical,17827,31,34,44,34.0,Medium,297727,SUP-0036,2025-12-17,27.35294117647059,Warning,74.4,High,Asia-Pacific,China,CHN,70,1.3,91.0,High,34.0,10122718.0
PN-AVI-02896,Avionics Component - Series B,Avionics,High,10692,31,25,32,61.0,High,256748,SUP-0130,2025-11-13,37.2,Warning,75.8,High,Asia-Pacific,Thailand,THA,75,1.3,97.5,High,61.0,15661628.0
PN-ENG-02897,Engine Component - Series C,Engine,Critical,39560,40,40,52,40.0,Medium,270621,SUP-0108,2025-11-04,30.0,Warning,81.1,Low,Europe,Germany,DEU,70,1.0,70.0,High,40.0,10824840.0
PN-ENG-02898,Engine Component - Series C,Engine,Critical,43813,49,33,42,23.0,Low,268193,SUP-0034,2025-12-31,44.54545454545454,Healthy,72.9,Medium,North America,Canada,CAN,35,1.1,38.5,Medium,23.0,0.0
PN-CAB-02899,Cabin Systems Component - Series C,Cabin Systems,Medium,3963,57,31,40,64.0,High,60340,SUP-0006,2025-12-08,55.16129032258064,Healthy,65.3,High,Middle East,Israel,ISR,40,1.3,52.0,Medium,64.0,0.0
PN-AVI-02900,Avionics Component - Series X,Avionics,High,12068,53,32,41,33.0,Medium,255670,SUP-0012,2025-12-31,49.6875,Healthy,76.9,High,Asia-Pacific,Taiwan,TWN,35,1.3,45.5,Medium,33.0,0.0
PN-ELE-02901,Electrical Component - Series X,Electrical,High,5740,42,27,35,51.0,Medium,108630,SUP-0005,2025-10-31,46.666666666666664,Healthy,86.8,High,Middle East,UAE,ARE,35,1.3,45.5,Medium,51.0,0.0
PN-AVI-02902,Avionics Component - Series B,Avionics,High,19154,55,34,44,29.0,Low,265919,SUP-0093,2025-12-14,48.52941176470589,Healthy,83.4,High,Middle East,Qatar,QAT,25,1.3,32.5,Medium,29.0,0.0
PN-LAN-02903,Landing Gear Component - Series A,Landing Gear,Critical,28619,49,28,36,21.0,Low,355927,SUP-0099,2025-11-14,52.5,Healthy,86.4,Medium,North America,USA,USA,35,1.1,38.5,Medium,21.0,0.0
PN-ELE-02904,Electrical Component - Series B,Electrical,High,3814,48,28,36,63.0,High,204478,SUP-0026,2025-11-17,51.42857142857143,Healthy,81.5,Medium,Asia-Pacific,China,CHN,50,1.1,55.00000000000001,Medium,63.0,0.0
PN-STR-02905,Structural Component - Series C,Structural,Medium,10647,37,19,24,46.0,Medium,105703,SUP-0014,2025-12-20,58.42105263157895,Healthy,76.5,Medium,Europe,Italy,ITA,25,1.1,27.500000000000004,Low,46.0,0.0
PN-CAB-02906,Cabin Systems Component - Series A,Cabin Systems,Medium,3138,59,31,40,44.0,Medium,95980,SUP-0125,2026-01-14,57.096774193548384,Healthy,65.9,Medium,North America,USA,USA,25,1.1,27.500000000000004,Low,44.0,0.0
PN-STR-02907,Structural Component - Series B,Structural,Medium,9396,14,25,32,33.0,Medium,97055,SUP-0054,2026-01-01,16.8,Critical,83.3,Medium,North America,Mexico,MEX,60,1.1,66.0,High,33.0,3202815.0
PN-STR-02908,Structural Component - Series A,Structural,Medium,10577,41,27,35,54.0,Medium,103031,SUP-0030,2025-11-25,45.55555555555556,Healthy,94.4,Medium,Asia-Pacific,Thailand,THA,25,1.1,27.500000000000004,Low,54.0,0.0
PN-HYD-02909,Hydraulics Component - Series X,Hydraulics,High,9763,-1,25,32,74.0,High,184639,SUP-0050,2025-12-08,-1.2,Critical,63.1,Medium,Europe,Italy,ITA,90,1.1,99.00000000000001,High,74.0,13663286.0
PN-HYD-02910,Hydraulics Component - Series B,Hydraulics,High,10718,37,19,24,30.0,Low,139446,SUP-0105,2025-10-31,58.42105263157895,Healthy,64.4,Medium,North America,USA,USA,25,1.1,27.500000000000004,Low,30.0,0.0
PN-AVI-02911,Avionics Component - Series A,Avionics,High,11400,53,31,40,30.0,Low,200546,SUP-0014,2025-11-08,51.29032258064515,Healthy,76.5,Medium,Europe,Italy,ITA,25,1.1,27.500000000000004,Low,30.0,0.0
PN-ELE-02912,Electrical Component - Series A,Electrical,High,5955,39,32,41,66.0,High,151206,SUP-0013,2025-12-29,36.5625,Warning,84.9,High,Middle East,Saudi Arabia,SAU,75,1.3,97.5,High,66.0,9979596.0
PN-HYD-02913,Hydraulics Component - Series A,Hydraulics,High,5664,40,24,31,34.0,Medium,189547,SUP-0075,2025-12-01,50.0,Healthy,86.4,Medium,Asia-Pacific,China,CHN,35,1.1,38.5,Medium,34.0,0.0
PN-CAB-02914,Cabin Systems Component - Series X,Cabin Systems,Medium,2312,-1,24,31,79.0,High,55200,SUP-0066,2026-01-08,-1.25,Critical,78.6,High,Middle East,Qatar,QAT,80,1.3,100.0,High,79.0,4360800.0
PN-STR-02915,Structural Component - Series X,Structural,Medium,11147,23,18,23,77.0,High,93862,SUP-0147,2025-12-13,38.333333333333336,Healthy,61.2,Medium,Europe,France,FRA,40,1.1,44.0,Medium,77.0,0.0
PN-STR-02916,Structural Component - Series X,Structural,Medium,11018,27,24,31,19.0,Low,98321,SUP-0023,2025-12-31,33.75,Warning,63.8,Medium,Europe,France,FRA,40,1.1,44.0,Medium,19.0,0.0
PN-HYD-02917,Hydraulics Component - Series X,Hydraulics,High,6907,7,18,23,73.0,High,162043,SUP-0146,2025-11-26,11.666666666666668,Critical,70.6,Medium,North America,USA,USA,85,1.1,93.50000000000001,High,73.0,11829139.0
PN-AVI-02918,Avionics Component - Series A,Avionics,High,11223,25,30,39,57.0,Medium,119850,SUP-0129,2025-12-04,25.0,Warning,79.0,Medium,North America,USA,USA,60,1.1,66.0,High,57.0,6831450.0
PN-CAB-02919,Cabin Systems Component - Series B,Cabin Systems,Medium,3657,28,18,23,46.0,Medium,141692,SUP-0045,2025-11-19,46.66666666666667,Healthy,74.6,High,Middle East,Israel,ISR,25,1.3,32.5,Medium,46.0,0.0
PN-ENG-02920,Engine Component - Series B,Engine,Critical,47090,26,25,32,59.0,Medium,317551,SUP-0076,2025-11-13,31.2,Warning,71.8,High,Asia-Pacific,Singapore,SGP,70,1.3,91.0,High,59.0,18735509.0
PN-STR-02921,Structural Component - Series A,Structural,Medium,7826,35,26,33,7.0,Low,76269,SUP-0105,2026-01-13,40.38461538461538,Healthy,64.4,Medium,North America,USA,USA,15,1.1,16.5,Low,7.0,0.0
PN-ELE-02922,Electrical Component - Series B,Electrical,High,4829,39,27,35,,Unknown,122349,SUP-0102,2026-01-15,43.333333333333336,Healthy,82.6,Medium,North America,USA,USA,40,1.1,44.0,Medium,30.0,0.0
PN-ENG-02923,Engine Component - Series A,Engine,Critical,43907,40,39,50,75.0,High,227739,SUP-0114,2025-11-17,30.769230769230766,Warning,82.3,High,Middle East,Saudi Arabia,SAU,85,1.3,100.0,High,75.0,17080425.0
PN-ELE-02924,Electrical Component - Series B,Electrical,High,4228,33,33,42,10.0,Low,113109,SUP-0134,2026-01-11,29.999999999999996,Warning,77.2,Medium,Europe,UK,GBR,50,1.1,55.00000000000001,Medium,10.0,0.0
PN-AVI-02925,Avionics Component - Series C,Avionics,High,16641,43,30,39,54.0,Medium,194757,SUP-0063,2025-12-31,43.0,Healthy,79.1,Medium,North America,USA,USA,35,1.1,38.5,Medium,54.0,0.0
PN-AVI-02926,Avionics Component - Series A,Avionics,High,18704,18,28,36,27.0,Low,148185,SUP-0073,2025-10-26,19.285714285714285,Warning,75.7,Medium,North America,USA,USA,50,1.1,55.00000000000001,Medium,27.0,0.0
PN-HYD-02927,Hydraulics Component - Series A,Hydraulics,High,7782,45,27,35,40.0,Medium,115572,SUP-0037,2026-01-22,50.0,Healthy,69.1,High,Middle East,Israel,ISR,35,1.3,45.5,Medium,40.0,0.0
PN-CAB-02928,Cabin Systems Component - Series B,Cabin Systems,Medium,3265,22,15,19,69.0,High,63979,SUP-0104,2026-01-09,44.0,Healthy,72.4,Medium,Europe,France,FRA,40,1.1,44.0,Medium,69.0,0.0
PN-STR-02929,Structural Component - Series X,Structural,Medium,13826,21,20,26,47.0,Medium,134355,SUP-0069,2025-11-06,31.5,Warning,99.0,Medium,Asia-Pacific,China,CHN,50,1.1,55.00000000000001,Medium,47.0,0.0
PN-STR-02930,Structural Component - Series C,Structural,Medium,8107,23,16,20,54.0,Medium,150791,SUP-0105,2026-01-14,43.125,Healthy,64.4,Medium,North America,USA,USA,25,1.1,27.500000000000004,Low,54.0,0.0
PN-ENG-02931,Engine Component - Series X,Engine,Critical,39691,63,36,46,81.0,High,173892,SUP-0110,2025-11-07,52.5,Healthy,83.4,High,Middle East,Qatar,QAT,60,1.3,78.0,High,81.0,14085252.0
PN-ELE-02932,Electrical Component - Series B,Electrical,High,3898,32,28,36,81.0,High,159639,SUP-0136,2025-12-05,34.285714285714285,Warning,81.3,Low,Europe,Italy,ITA,75,1.0,75.0,High,81.0,12930759.0
PN-CAB-02933,Cabin Systems Component - Series A,Cabin Systems,Medium,2021,33,21,27,48.0,Medium,86389,SUP-0065,2025-11-19,47.142857142857146,Healthy,71.2,High,Middle East,UAE,ARE,25,1.3,32.5,Medium,48.0,0.0
PN-STR-02934,Structural Component - Series B,Structural,Medium,16147,7,20,26,17.0,Low,166148,SUP-0080,2025-12-30,10.5,Critical,84.8,Medium,North America,Canada,CAN,50,1.1,55.00000000000001,Medium,17.0,0.0
PN-HYD-02935,Hydraulics Component - Series A,Hydraulics,High,5559,38,22,28,83.0,High,195048,SUP-0043,2025-12-26,51.81818181818182,Healthy,91.5,Medium,Asia-Pacific,China,CHN,50,1.1,55.00000000000001,Medium,83.0,0.0
PN-STR-02936,Structural Component - Series X,Structural,Medium,12467,-1,27,35,35.0,Medium,134430,SUP-0101,2025-12-14,-1.1111111111111112,Critical,60.0,High,Asia-Pacific,Japan,JPN,65,1.3,84.5,High,35.0,4705050.0
PN-ENG-02937,Engine Component - Series X,Engine,Critical,54432,42,24,31,43.0,Medium,312569,SUP-0129,2025-11-20,52.5,Healthy,79.0,Medium,North America,USA,USA,45,1.1,49.50000000000001,Medium,43.0,0.0
PN-ENG-02938,Engine Component - Series C,Engine,Critical,42414,39,27,35,73.0,High,209227,SUP-0007,2025-11-01,43.333333333333336,Healthy,96.8,Medium,Asia-Pacific,Vietnam,VNM,60,1.1,66.0,High,73.0,15273571.0
PN-ENG-02939,Engine Component - Series C,Engine,Critical,50149,38,25,32,27.0,Low,318265,SUP-0021,2025-12-02,45.6,Healthy,88.8,High,Middle East,Saudi Arabia,SAU,35,1.3,45.5,Medium,27.0,0.0
PN-ELE-02940,Electrical Component - Series C,Electrical,High,6145,18,16,20,70.0,High,226907,SUP-0014,2025-12-23,33.75,Warning,76.5,Medium,Europe,Italy,ITA,75,1.1,82.5,High,70.0,15883490.0
PN-LAN-02941,Landing Gear Component - Series B,Landing Gear,Critical,18342,55,30,39,52.0,Medium,305905,SUP-0150,2025-12-21,55.0,Healthy,94.4,High,Middle East,Saudi Arabia,SAU,45,1.3,58.5,Medium,52.0,0.0
PN-ELE-02942,Electrical Component - Series C,Electrical,High,5123,31,21,27,35.0,Medium,235330,SUP-0057,2026-01-15,44.28571428571429,Healthy,92.5,Low,North America,Mexico,MEX,35,1.0,35.0,Medium,35.0,0.0
PN-HYD-02943,Hydraulics Component - Series X,Hydraulics,High,6005,30,32,41,82.0,High,127236,SUP-0114,2026-01-10,28.125,Warning,82.3,High,Middle East,Saudi Arabia,SAU,75,1.3,97.5,High,82.0,10433352.0
PN-HYD-02944,Hydraulics Component - Series X,Hydraulics,High,5145,42,32,41,24.0,Low,169901,SUP-0036,2025-12-16,39.375,Healthy,74.4,High,Asia-Pacific,China,CHN,25,1.3,32.5,Medium,24.0,0.0
PN-STR-02945,Structural Component - Series B,Structural,Medium,15862,30,18,23,59.0,Medium,144919,SUP-0089,2025-10-28,50.0,Healthy,82.0,Medium,North America,USA,USA,25,1.1,27.500000000000004,Low,59.0,0.0
PN-CAB-02946,Cabin Systems Component - Series X,Cabin Systems,Medium,3435,24,13,16,74.0,High,138388,SUP-0122,2025-12-14,55.38461538461538,Healthy,61.8,Medium,North America,USA,USA,40,1.1,44.0,Medium,74.0,0.0
PN-ENG-02947,Engine Component - Series A,Engine,Critical,41271,42,24,31,67.0,High,181538,SUP-0068,2025-10-28,52.5,Healthy,60.0,Medium,Europe,Netherlands,NLD,60,1.1,66.0,High,67.0,12163046.0
PN-LAN-02948,Landing Gear Component - Series C,Landing Gear,Critical,32751,82,51,66,48.0,Medium,285786,SUP-0018,2025-11-19,48.23529411764706,Healthy,90.5,Medium,Asia-Pacific,China,CHN,45,1.1,49.50000000000001,Medium,48.0,0.0
PN-AVI-02949,Avionics Component - Series B,Avionics,High,9939,23,15,19,52.0,Medium,216781,SUP-0081,2025-12-10,46.0,Healthy,87.7,High,Middle East,Saudi Arabia,SAU,35,1.3,45.5,Medium,52.0,0.0
PN-ELE-02950,Electrical Component - Series X,Electrical,High,3438,44,26,33,45.0,Medium,206103,SUP-0028,2025-12-24,50.76923076923077,Healthy,85.8,High,Middle East,Qatar,QAT,35,1.3,45.5,Medium,45.0,0.0
PN-CAB-02951,Cabin Systems Component - Series B,Cabin Systems,Medium,1831,35,25,32,72.0,High,96769,SUP-0043,2026-01-20,42.0,Healthy,91.5,Medium,Asia-Pacific,China,CHN,40,1.1,44.0,Medium,72.0,0.0
PN-ENG-02952,Engine Component - Series X,Engine,Critical,63314,37,19,24,13.0,Low,169327,SUP-0029,2025-11-23,58.42105263157895,Healthy,73.7,Medium,Europe,Spain,ESP,35,1.1,38.5,Medium,13.0,0.0
PN-STR-02953,Structural Component - Series C,Structural,Medium,14213,28,26,33,35.0,Medium,78111,SUP-0034,2025-12-24,32.30769230769231,Warning,72.9,Medium,North America,Canada,CAN,50,1.1,55.00000000000001,Medium,35.0,0.0
PN-LAN-02954,Landing Gear Component - Series X,Landing Gear,Critical,32849,21,30,39,50.0,Medium,163933,SUP-0032,2025-11-19,21.0,Warning,99.0,Low,North America,Mexico,MEX,70,1.0,70.0,High,50.0,8196650.0
PN-AVI-02955,Avionics Component - Series C,Avionics,High,17720,36,20,26,74.0,High,182862,SUP-0079,2025-11-28,54.0,Healthy,60.0,High,Middle East,Israel,ISR,50,1.3,65.0,High,74.0,13531788.0
PN-CAB-02956,Cabin Systems Component - Series C,Cabin Systems,Medium,2335,21,16,20,,Unknown,92209,SUP-0013,2025-11-13,39.375,Healthy,84.9,High,Middle East,Saudi Arabia,SAU,30,1.3,39.0,Medium,30.0,0.0
PN-STR-02957,Structural Component - Series A,Structural,Medium,9225,27,14,18,67.0,High,130307,SUP-0111,2025-11-30,57.857142857142854,Healthy,79.9,High,Asia-Pacific,South Korea,KOR,40,1.3,52.0,Medium,67.0,0.0
PN-HYD-02958,Hydraulics Component - Series B,Hydraulics,High,6883,21,22,28,22.0,Low,130134,SUP-0065,2025-11-08,28.636363636363637,Warning,71.2,High,Middle East,UAE,ARE,50,1.3,65.0,High,22.0,2862948.0
PN-LAN-02959,Landing Gear Component - Series B,Landing Gear,Critical,18334,41,31,40,22.0,Low,264687,SUP-0119,2025-12-28,39.677419354838705,Healthy,60.0,Medium,Europe,Germany,DEU,35,1.1,38.5,Medium,22.0,0.0
PN-ELE-02960,Electrical Component - Series A,Electrical,High,4576,61,38,49,31.0,Medium,170630,SUP-0004,2025-11-15,48.15789473684211,Healthy,83.1,Medium,North America,USA,USA,35,1.1,38.5,Medium,31.0,0.0
PN-ELE-02961,Electrical Component - Series B,Electrical,High,3534,31,18,23,84.0,High,185344,SUP-0027,2026-01-14,51.66666666666667,Healthy,82.4,High,Middle East,Qatar,QAT,50,1.3,65.0,High,84.0,15568896.0
PN-AVI-02962,Avionics Component - Series X,Avionics,High,14971,44,26,33,8.0,Low,271903,SUP-0044,2026-01-07,50.76923076923077,Healthy,64.9,High,Asia-Pacific,South Korea,KOR,25,1.3,32.5,Medium,8.0,0.0
PN-CAB-02963,Cabin Systems Component - Series X,Cabin Systems,Medium,2825,16,19,24,18.0,Low,56235,SUP-0060,2025-12-19,25.26315789473684,Warning,81.2,Medium,Asia-Pacific,Vietnam,VNM,40,1.1,44.0,Medium,18.0,0.0
PN-STR-02964,Structural Component - Series B,Structural,Medium,12705,55,38,49,16.0,Low,87890,SUP-0030,2025-12-30,43.42105263157895,Healthy,94.4,Medium,Asia-Pacific,Thailand,THA,15,1.1,16.5,Low,16.0,0.0
PN-AVI-02965,Avionics Component - Series X,Avionics,High,15871,28,25,32,27.0,Low,291295,SUP-0008,2025-12-08,33.6,Warning,87.2,Low,Europe,Italy,ITA,50,1.0,50.0,Medium,27.0,0.0
PN-AVI-02966,Avionics Component - Series A,Avionics,High,11794,39,27,35,51.0,Medium,192769,SUP-0127,2026-01-23,43.333333333333336,Healthy,74.7,Medium,Europe,France,FRA,35,1.1,38.5,Medium,51.0,0.0
PN-CAB-02967,Cabin Systems Component - Series X,Cabin Systems,Medium,3812,43,31,40,62.0,High,116684,SUP-0031,2025-12-23,41.61290322580645,Healthy,79.3,High,Middle East,Oman,OMN,40,1.3,52.0,Medium,62.0,0.0
PN-LAN-02968,Landing Gear Component - Series X,Landing Gear,Critical,28323,27,21,27,8.0,Low,217196,SUP-0061,2025-12-16,38.57142857142858,Healthy,70.6,Medium,North America,Canada,CAN,35,1.1,38.5,Medium,8.0,0.0
PN-CAB-02969,Cabin Systems Component - Series A,Cabin Systems,Medium,2137,28,18,23,62.0,High,65092,SUP-0094,2025-10-26,46.66666666666667,Healthy,60.0,Medium,North America,USA,USA,40,1.1,44.0,Medium,62.0,0.0
PN-LAN-02970,Landing Gear Component - Series B,Landing Gear,Critical,15697,15,39,50,14.0,Low,275521,SUP-0047,2025-11-23,11.538461538461538,Critical,64.7,Medium,Europe,Germany,DEU,70,1.1,77.0,High,14.0,3857294.0
PN-ELE-02971,Electrical Component - Series A,Electrical,High,4577,42,25,32,48.0,Medium,113923,SUP-0101,2026-01-20,50.4,Healthy,60.0,High,Asia-Pacific,Japan,JPN,35,1.3,45.5,Medium,48.0,0.0
PN-STR-02972,Structural Component - Series C,Structural,Medium,9352,-1,25,32,34.0,Medium,133648,SUP-0139,2025-12-22,-1.2,Critical,70.1,High,Middle East,Israel,ISR,65,1.3,84.5,High,34.0,4544032.0
PN-ENG-02973,Engine Component - Series B,Engine,Critical,44217,38,27,35,31.0,Medium,262993,SUP-0019,2025-12-31,42.22222222222222,Healthy,74.8,High,Middle East,Turkey,TUR,45,1.3,58.5,Medium,31.0,0.0
PN-ELE-02974,Electrical Component - Series B,Electrical,High,5839,24,19,24,33.0,Medium,123014,SUP-0084,2026-01-06,37.89473684210527,Healthy,95.2,Low,North America,Mexico,MEX,35,1.0,35.0,Medium,33.0,0.0
PN-LAN-02975,Landing Gear Component - Series A,Landing Gear,Critical,19267,31,25,32,29.0,Low,241745,SUP-0143,2026-01-09,37.2,Warning,60.0,High,Middle East,Turkey,TUR,60,1.3,78.0,High,29.0,7010605.0
PN-CAB-02976,Cabin Systems Component - Series X,Cabin Systems,Medium,4151,53,31,40,23.0,Low,108865,SUP-0139,2025-12-01,51.29032258064515,Healthy,70.1,High,Middle East,Israel,ISR,15,1.3,19.5,Low,23.0,0.0
PN-STR-02977,Structural Component - Series B,Structural,Medium,7885,-1,24,31,39.0,Medium,178003,SUP-0033,2025-10-30,-1.25,Critical,60.4,High,Asia-Pacific,Japan,JPN,65,1.3,84.5,High,39.0,6942117.0
PN-STR-02978,Structural Component - Series B,Structural,Medium,8961,40,22,28,12.0,Low,135385,SUP-0139,2025-12-20,54.54545454545455,Healthy,70.1,High,Middle East,Israel,ISR,15,1.3,19.5,Low,12.0,0.0
